surrogate_key,Weather_ID,City,Date,Daily_high_temperature,Daily_low_temperature,Rain_mm,Snow_cm
442,2400697,Peel,2020-11-16,,,,
443,2400697,Peel,2020-11-17,,,,
444,2400697,Peel,2020-11-18,,,,
445,2400697,Peel,2020-11-19,,,,
446,2400697,Peel,2020-11-20,,,,
447,2400697,Peel,2020-11-21,,,,
448,2400697,Peel,2020-11-22,,,,
449,2400697,Peel,2020-11-23,,,,
450,2400697,Peel,2020-11-24,,,,
451,2400697,Peel,2020-11-25,,,,
452,2400697,Peel,2020-11-26,,,,
453,2400697,Peel,2020-11-27,,,,
454,2400697,Peel,2020-11-28,,,,
455,2400697,Peel,2020-11-29,,,,
456,2400697,Peel,2020-11-30,,,,
457,2400697,Peel,2020-12-01,,,,
458,2400697,Peel,2020-12-02,,,,
459,2400697,Peel,2020-12-03,,,,
460,2400697,Peel,2020-12-04,,,,
461,2400697,Peel,2020-12-05,,,,
462,2400697,Peel,2020-12-06,,,,
463,2400697,Peel,2020-12-07,,,,
464,2400697,Peel,2020-12-08,,,,
465,2400697,Peel,2020-12-09,,,,
466,2400697,Peel,2020-12-10,,,,
467,2400697,Peel,2020-12-11,,,,
468,2400697,Peel,2020-12-12,,,,
469,2400697,Peel,2020-12-13,,,,
470,2400697,Peel,2020-12-14,,,,
471,2400697,Peel,2020-12-15,,,,
472,2400697,Peel,2020-12-16,,,,
473,2400697,Peel,2020-12-17,,,,
474,2400697,Peel,2020-12-18,,,,
475,2400697,Peel,2020-12-19,,,,
476,2400697,Peel,2020-12-20,,,,
477,2400697,Peel,2020-12-21,,,,
478,2400697,Peel,2020-12-22,,,,
479,2400697,Peel,2020-12-23,,,,
480,2400697,Peel,2020-12-24,,,,
481,2400697,Peel,2020-12-25,,,,
482,2400697,Peel,2020-12-26,,,,
483,2400697,Peel,2020-12-27,,,,
484,2400697,Peel,2020-12-28,,,,
485,2400697,Peel,2020-12-29,,,,
486,2400697,Peel,2020-12-30,,,,
487,2400697,Peel,2020-12-31,,,,
488,4019073,York,2020-09-01,19.6,5.9,,
489,4019073,York,2020-09-02,12.4,7.0,,
490,4019073,York,2020-09-03,17.8,5.2,,
491,4019073,York,2020-09-04,20.2,5.8,,
492,4019073,York,2020-09-05,25.0,6.4,,
493,4019073,York,2020-09-06,16.0,3.6,,
494,4019073,York,2020-09-07,6.7,0.0,,
495,4019073,York,2020-09-08,10.9,-2.6,,
496,4019073,York,2020-09-09,19.9,5.7,,
497,4019073,York,2020-09-10,22.6,3.3,,
498,4019073,York,2020-09-11,25.2,8.4,,
499,4019073,York,2020-09-12,16.1,6.5,,
500,4019073,York,2020-09-13,13.1,-0.1,,
501,4019073,York,2020-09-14,14.1,2.6,,
502,4019073,York,2020-09-15,15.3,3.8,,
503,4019073,York,2020-09-16,11.5,0.0,,
504,4019073,York,2020-09-17,5.3,-2.6,,
505,4019073,York,2020-09-18,17.7,2.2,,
506,4019073,York,2020-09-19,24.9,4.5,,
507,4019073,York,2020-09-20,22.7,11.4,,
508,4019073,York,2020-09-21,21.9,8.7,,
509,4019073,York,2020-09-22,24.8,8.0,,
510,4019073,York,2020-09-23,15.5,6.9,,
511,4019073,York,2020-09-24,23.0,6.0,,
512,4019073,York,2020-09-25,22.8,7.2,,
513,4019073,York,2020-09-26,16.3,9.5,,
514,4019073,York,2020-09-27,12.6,8.0,,
515,4019073,York,2020-09-28,15.0,4.2,,
516,4019073,York,2020-09-29,18.7,6.5,,
517,4019073,York,2020-09-30,9.8,3.5,,
518,4019073,York,2020-10-01,7.8,-1.0,,
519,4019073,York,2020-10-02,10.4,1.8,,
520,4019073,York,2020-10-03,10.2,-3.3,,
521,4019073,York,2020-10-04,19.3,2.8,,
522,4019073,York,2020-10-05,16.8,9.8,,
523,4019073,York,2020-10-06,16.7,4.2,,
524,4019073,York,2020-10-07,13.0,1.4,,
525,4019073,York,2020-10-08,19.0,0.4,,
526,4019073,York,2020-10-09,10.7,-0.1,,
527,4019073,York,2020-10-10,16.9,-1.6,,
528,4019073,York,2020-10-11,13.4,4.2,,
529,4019073,York,2020-10-12,11.9,-0.7,,
530,4019073,York,2020-10-13,10.7,0.3,,
531,4019073,York,2020-10-14,5.1,-6.6,,
532,4019073,York,2020-10-15,2.6,-7.8,,
533,4019073,York,2020-10-16,2.3,-10.0,,
534,4019073,York,2020-10-17,-2.6,-12.0,,
535,4019073,York,2020-10-18,-3.1,-6.5,,
536,4019073,York,2020-10-19,0.3,-7.4,,
537,4019073,York,2020-10-20,-2.3,-10.4,,
538,4019073,York,2020-10-21,-0.3,-10.8,,
539,4019073,York,2020-10-22,-1.7,-13.8,,
540,4019073,York,2020-10-23,-3.8,-12.7,,
541,4019073,York,2020-10-24,-4.5,-7.6,,
542,4019073,York,2020-10-25,-2.8,-10.3,,
543,4019073,York,2020-10-26,-3.0,-13.5,,
544,4019073,York,2020-10-27,5.7,-8.3,,
545,4019073,York,2020-10-28,3.2,-3.9,,
546,4019073,York,2020-10-29,0.3,-4.7,,
547,4019073,York,2020-10-30,6.1,-2.8,,
548,4019073,York,2020-10-31,7.4,-8.2,,
549,4019073,York,2020-11-01,8.8,-10.6,,
550,4019073,York,2020-11-02,18.4,0.8,,
551,4019073,York,2020-11-03,17.5,-0.4,,
552,4019073,York,2020-11-04,14.4,-2.2,,
553,4019073,York,2020-11-05,20.5,-2.2,,
554,4019073,York,2020-11-06,0.6,-5.9,,
555,4019073,York,2020-11-07,1.7,-5.3,,
556,4019073,York,2020-11-08,-1.9,-8.7,,
557,4019073,York,2020-11-09,-8.3,-18.4,,
558,4019073,York,2020-11-10,-8.3,-19.6,,
559,4019073,York,2020-11-11,-9.2,-13.5,,
560,4019073,York,2020-11-12,-13.4,-20.0,,
561,4019073,York,2020-11-13,-1.2,-16.1,,
562,4019073,York,2020-11-14,0.1,-8.8,,
563,4019073,York,2020-11-15,-5.2,-9.1,,
564,4019073,York,2020-11-16,-6.6,-15.5,,
565,4019073,York,2020-11-17,-5.5,-9.1,,
566,4019073,York,2020-11-18,6.3,-5.8,,
567,4019073,York,2020-11-19,-3.9,-11.1,,
568,4019073,York,2020-11-20,-10.1,-15.6,,
569,4019073,York,2020-11-21,-4.1,-16.5,,
570,4019073,York,2020-11-22,,,,
571,4019073,York,2020-11-23,-5.2,-12.1,,
572,4019073,York,2020-11-24,-5.4,-10.6,,
573,4019073,York,2020-11-25,3.6,-8.5,,
574,4019073,York,2020-11-26,-1.1,-12.5,,
575,4019073,York,2020-11-27,2.8,-11.5,,
576,4019073,York,2020-11-28,-0.4,-9.1,,
577,4019073,York,2020-11-29,-3.4,-13.3,,
578,4019073,York,2020-11-30,1.3,-10.6,,
579,4019073,York,2020-12-01,2.8,-6.2,,
580,4019073,York,2020-12-02,1.1,-8.6,,
581,4019073,York,2020-12-03,3.5,-8.7,,
582,4019073,York,2020-12-04,2.8,-9.0,,
583,4019073,York,2020-12-05,5.2,-5.2,,
584,4019073,York,2020-12-06,4.8,-7.0,,
585,4019073,York,2020-12-07,2.8,-8.3,,
586,4019073,York,2020-12-08,4.7,-2.5,,
587,4019073,York,2020-12-09,2.2,-4.5,,
588,4019073,York,2020-12-10,-1.8,-9.3,,
589,4019073,York,2020-12-11,-5.9,-11.9,,
590,4019073,York,2020-12-12,-4.4,-7.0,,
591,4019073,York,2020-12-13,-5.2,-26.7,,
592,4019073,York,2020-12-14,-15.8,-28.7,,
593,4019073,York,2020-12-15,-9.4,-15.9,,
594,4019073,York,2020-12-16,-6.3,-15.5,,
595,4019073,York,2020-12-17,2.2,-18.0,,
596,4019073,York,2020-12-18,-1.3,-19.4,,
597,4019073,York,2020-12-19,3.5,-17.1,,
598,4019073,York,2020-12-20,-2.4,-12.2,,
599,4019073,York,2020-12-21,-3.1,-12.0,,
600,4019073,York,2020-12-22,-7.8,-20.1,,
601,4019073,York,2020-12-23,-17.9,-24.0,,
602,4019073,York,2020-12-24,-5.2,-18.0,,
603,4019073,York,2020-12-25,-1.3,-13.1,,
604,4019073,York,2020-12-26,-7.6,-14.6,,
605,4019073,York,2020-12-27,-7.1,-16.9,,
606,4019073,York,2020-12-28,-7.2,-19.2,,
607,4019073,York,2020-12-29,-6.1,-10.2,,
608,4019073,York,2020-12-30,-8.1,-14.1,,
609,4019073,York,2020-12-31,-13.8,-21.3,,
610,6158355,Toronto,2020-09-01,28.2,20.1,,
611,6158355,Toronto,2020-09-02,27.7,19.0,,
612,6158355,Toronto,2020-09-03,27.4,15.6,,
613,6158355,Toronto,2020-09-04,23.9,14.5,,
614,6158355,Toronto,2020-09-05,22.0,12.9,,
615,6158355,Toronto,2020-09-06,22.1,11.6,,
616,6158355,Toronto,2020-09-07,24.3,16.5,,
617,6158355,Toronto,2020-09-08,17.2,15.0,,
618,6158355,Toronto,2020-09-09,19.2,14.5,,
619,6158355,Toronto,2020-09-10,20.7,14.1,,
620,6158355,Toronto,2020-09-11,16.5,11.9,,
621,6158355,Toronto,2020-09-12,21.0,12.0,,
622,6158355,Toronto,2020-09-13,26.1,15.8,,
623,6158355,Toronto,2020-09-14,17.8,9.6,,
624,6158355,Toronto,2020-09-15,18.7,9.3,,
625,6158355,Toronto,2020-09-16,23.0,14.4,,
626,6158355,Toronto,2020-09-17,19.4,10.4,,
627,6158355,Toronto,2020-09-18,16.1,7.7,,
628,6158355,Toronto,2020-09-19,14.4,6.5,,
629,6158355,Toronto,2020-09-20,16.7,9.3,,
630,6158355,Toronto,2020-09-21,18.9,9.1,,
631,6158355,Toronto,2020-09-22,20.7,9.5,,
632,6158355,Toronto,2020-09-23,27.1,12.5,,
633,6158355,Toronto,2020-09-24,24.3,14.0,,
634,6158355,Toronto,2020-09-25,23.1,15.9,,
635,6158355,Toronto,2020-09-26,24.6,14.1,,
636,6158355,Toronto,2020-09-27,24.7,19.4,,
637,6158355,Toronto,2020-09-28,26.0,15.4,,
638,6158355,Toronto,2020-09-29,18.6,13.3,,
639,6158355,Toronto,2020-09-30,18.8,11.2,,
640,6158355,Toronto,2020-10-01,17.8,9.5,,
641,6158355,Toronto,2020-10-02,14.9,6.8,,
642,6158355,Toronto,2020-10-03,12.8,4.9,,
643,6158355,Toronto,2020-10-04,11.9,7.7,,
644,6158355,Toronto,2020-10-05,15.2,8.1,,
645,6158355,Toronto,2020-10-06,17.2,8.6,,
646,6158355,Toronto,2020-10-07,18.7,10.0,,
647,6158355,Toronto,2020-10-08,13.3,6.9,,
648,6158355,Toronto,2020-10-09,16.5,6.0,,
649,6158355,Toronto,2020-10-10,22.4,10.0,,
650,6158355,Toronto,2020-10-11,10.9,6.8,,
651,6158355,Toronto,2020-10-12,16.0,8.3,,
652,6158355,Toronto,2020-10-13,17.9,11.0,,
653,6158355,Toronto,2020-10-14,16.2,8.4,,
654,6158355,Toronto,2020-10-15,16.1,9.1,,
655,6158355,Toronto,2020-10-16,11.9,5.4,,
656,6158355,Toronto,2020-10-17,13.8,5.3,,
657,6158355,Toronto,2020-10-18,14.1,7.0,,
658,6158355,Toronto,2020-10-19,8.4,6.7,,
659,6158355,Toronto,2020-10-20,11.3,6.4,,
660,6158355,Toronto,2020-10-21,17.4,8.9,,
661,6158355,Toronto,2020-10-22,12.5,8.8,,
662,6158355,Toronto,2020-10-23,22.8,9.3,,
663,6158355,Toronto,2020-10-24,9.3,3.8,,
664,6158355,Toronto,2020-10-25,7.3,3.1,,
665,6158355,Toronto,2020-10-26,8.6,3.9,,
666,6158355,Toronto,2020-10-27,,,,
667,6158355,Toronto,2020-10-28,,,,
668,6158355,Toronto,2020-10-29,10.7,2.9,,
669,6158355,Toronto,2020-10-30,3.3,-1.9,,
670,6158355,Toronto,2020-10-31,8.6,-2.8,,
671,6158355,Toronto,2020-11-01,12.0,0.5,,
672,6158355,Toronto,2020-11-02,7.7,-1.1,,
673,6158355,Toronto,2020-11-03,7.7,4.6,,
674,6158355,Toronto,2020-11-04,16.8,5.2,,
675,6158355,Toronto,2020-11-05,17.0,10.7,,
676,6158355,Toronto,2020-11-06,18.2,9.6,,
677,6158355,Toronto,2020-11-07,19.3,10.5,,
678,6158355,Toronto,2020-11-08,19.1,8.5,,
679,6158355,Toronto,2020-11-09,20.0,10.0,,
680,6158355,Toronto,2020-11-10,21.6,10.3,,
681,6158355,Toronto,2020-11-11,18.3,6.6,,
682,6158355,Toronto,2020-11-12,9.4,5.1,,
683,6158355,Toronto,2020-11-13,9.6,5.0,,
684,6158355,Toronto,2020-11-14,8.1,2.9,,
685,6158355,Toronto,2020-11-15,12.9,4.1,,
686,6158355,Toronto,2020-11-16,5.0,3.0,,
687,6158355,Toronto,2020-11-17,4.1,-4.6,,
688,6158355,Toronto,2020-11-18,3.8,-4.8,,
689,6158355,Toronto,2020-11-19,15.1,3.4,,
690,6158355,Toronto,2020-11-20,17.2,7.2,,
691,6158355,Toronto,2020-11-21,7.4,1.6,,
692,6158355,Toronto,2020-11-22,3.0,0.4,,
693,6158355,Toronto,2020-11-23,4.3,-0.4,,
694,6158355,Toronto,2020-11-24,3.0,-0.7,,
695,6158355,Toronto,2020-11-25,8.3,1.8,,
696,6158355,Toronto,2020-11-26,11.8,6.9,,
697,6158355,Toronto,2020-11-27,8.2,6.3,,
698,6158355,Toronto,2020-11-28,7.6,3.7,,
699,6158355,Toronto,2020-11-29,10.1,3.1,,
700,6158355,Toronto,2020-11-30,7.2,0.0,,
701,6158355,Toronto,2020-12-01,0.4,-1.9,,
702,6158355,Toronto,2020-12-02,4.8,-0.8,,
703,6158355,Toronto,2020-12-03,5.7,0.8,,
704,6158355,Toronto,2020-12-04,4.7,1.4,,
705,6158355,Toronto,2020-12-05,2.5,-3.4,,
706,6158355,Toronto,2020-12-06,1.1,-4.5,,
707,6158355,Toronto,2020-12-07,1.1,-4.9,,
708,6158355,Toronto,2020-12-08,2.5,-5.2,,
709,6158355,Toronto,2020-12-09,4.7,0.4,,
710,6158355,Toronto,2020-12-10,6.2,2.5,,
711,6158355,Toronto,2020-12-11,9.5,2.9,,
712,6158355,Toronto,2020-12-12,9.4,3.9,,
713,6158355,Toronto,2020-12-13,7.2,0.4,,
714,6158355,Toronto,2020-12-14,2.5,-1.8,,
715,6158355,Toronto,2020-12-15,-1.7,-6.9,,
716,6158355,Toronto,2020-12-16,-4.8,-7.1,,
717,6158355,Toronto,2020-12-17,-2.9,-7.2,,
718,6158355,Toronto,2020-12-18,0.4,-7.0,,
719,6158355,Toronto,2020-12-19,3.0,0.3,,
720,6158355,Toronto,2020-12-20,5.3,1.5,,
721,6158355,Toronto,2020-12-21,4.6,0.2,,
722,6158355,Toronto,2020-12-22,4.1,0.5,,
723,6158355,Toronto,2020-12-23,8.2,1.7,,
724,6158355,Toronto,2020-12-24,9.5,-2.2,,
725,6158355,Toronto,2020-12-25,0.2,-4.7,,
726,6158355,Toronto,2020-12-26,-1.4,-4.6,,
727,6158355,Toronto,2020-12-27,4.7,-2.6,,
728,6158355,Toronto,2020-12-28,5.2,-1.9,,
729,6158355,Toronto,2020-12-29,-0.5,-4.0,,
730,6158355,Toronto,2020-12-30,5.6,-2.3,,
731,6158355,Toronto,2020-12-31,2.5,-1.0,,
